id,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165
21,6.46,4.57,5.46,3.42,3.73,30.81,30.81,30.87,33.24,33.23,33.31,19.29,1.51,1.9,2.3,5.91,7.09,8.08,3.03,3.49,0.0,1.51,15.25,16.67,12.56,13.87,10.6,11.58,8.6,5.75,5.66,15.56,12.35,13.94,10.78,12.36,11.16,15.18,13.57,17.99,16.78,20.28,19.19,13.7,16.9,9.95,10.11,7.76,8.83,6.84,12.35,13.79,9.49,10.92,21.36,21.45,21.38,10.01,11.26,21.49,19.84,24.78,23.13,28.08,26.43,31.38,29.73,8.45,6.88,11.67,10.05,14.93,13.3,18.2,16.56,40.82,42.33,37.7,39.32,34.48,36.09,31.31,32.89,34.68,33.03,37.99,36.33,39.92,39.64,39.61,14.64,16.04,11.99,13.29,9.67,10.78,7.26,8.44,6.94,7.67,23.39,20.4,21.89,17.47,18.92,4.85,6.16,2.68,3.64,2.76,2.3,5.35,3.92,11.19,11.57,9.69,10.93,8.47,14.04,13.04,17.17,15.6,19.53,18.35,21.67,20.6,4.68,3.77,7.24,5.88,9.41,8.31,12.05,10.54,36.77,35.1,40.11,38.44,42.55,41.33,43.77,24.74,23.21,27.83,26.28,30.99,29.37,33.43,32.21,18.23,18.97,17.62,29.15,29.14,29.23,28.19,29.74,25.15,26.66,22.22,23.67,19.84,20.81,40.01,39.98
22,5.23,3.73,4.37,3.74,3.4,32.33,32.33,32.38,34.75,34.74,34.82,20.8,3.03,3.23,3.5,4.51,5.79,6.83,1.51,2.29,1.51,0.0,13.79,15.25,11.06,12.39,9.11,10.12,7.09,4.26,4.16,14.25,10.99,12.61,9.39,13.88,12.67,16.69,15.08,19.5,18.3,21.79,20.71,15.2,18.4,11.47,11.6,6.72,7.93,5.64,11.18,12.64,8.28,9.73,22.87,22.96,22.89,9.22,10.57,22.99,21.35,26.29,24.64,29.59,27.94,32.89,31.24,9.91,8.31,13.15,11.53,16.42,14.79,19.7,18.06,42.27,43.78,39.14,40.76,35.91,37.52,32.71,34.3,36.19,34.54,39.5,37.84,41.34,41.15,41.04,13.17,14.59,10.49,11.8,8.16,9.26,5.81,6.95,5.53,6.18,22.03,19.01,20.52,16.04,17.52,3.58,4.78,2.29,2.63,3.8,2.78,6.74,5.21,12.55,12.98,11.0,12.22,9.79,15.51,14.51,18.65,17.08,21.02,19.84,23.16,22.09,5.8,4.6,8.6,7.16,10.83,9.71,13.51,11.97,38.28,36.61,41.62,39.95,44.06,42.84,45.28,26.24,24.7,29.33,27.78,32.5,30.87,34.94,33.72,19.64,20.33,19.07,30.67,30.65,30.74,29.57,31.13,26.49,28.02,23.51,24.98,21.14,22.06,41.53,41.49
23,11.8,13.81,12.79,16.5,15.14,45.75,45.63,45.91,48.16,48.03,48.33,34.4,16.71,16.45,17.23,10.93,8.4,7.77,12.36,12.99,15.25,13.79,0.0,1.65,3.29,1.65,4.8,3.68,7.41,9.57,10.18,3.59,3.59,3.17,4.64,27.38,26.19,30.16,28.57,32.95,31.76,35.22,34.14,28.88,32.03,25.0,25.33,9.01,9.31,8.95,5.86,5.85,6.88,6.22,36.3,36.54,36.15,9.82,10.53,36.06,34.41,39.36,37.71,42.67,41.02,45.98,44.32,22.86,21.21,26.15,24.51,29.45,27.8,32.76,31.1,56.06,57.57,52.93,54.56,49.69,51.31,46.48,48.08,49.28,47.63,52.59,50.94,55.12,54.25,54.83,7.55,8.66,6.01,6.64,5.96,5.77,7.99,6.91,10.33,8.87,15.52,12.62,14.05,9.9,11.23,10.56,9.14,13.41,11.98,16.28,14.84,19.56,17.92,26.29,26.77,24.68,25.86,23.52,29.28,28.29,32.4,30.84,34.74,33.57,36.86,35.8,19.36,17.9,22.36,20.85,24.63,23.49,27.3,25.77,51.85,50.19,55.17,53.51,57.59,56.38,58.81,39.91,38.38,42.97,41.44,46.11,44.5,48.53,47.32,33.42,34.05,32.87,44.1,43.97,44.28,43.29,44.88,40.15,41.71,37.05,38.59,34.75,35.52,54.98,54.84
24,13.43,15.41,14.4,18.06,16.71,47.0,46.85,47.19,49.41,49.25,49.61,35.73,18.11,17.8,18.7,12.54,9.71,8.96,13.84,14.55,16.67,15.25,1.65,0.0,4.94,3.29,6.38,5.21,9.02,11.06,11.74,3.12,4.57,3.53,5.92,28.69,27.51,31.46,29.88,34.23,33.05,36.49,35.42,30.24,33.37,26.33,26.72,10.06,10.15,10.19,6.31,5.9,7.9,7.0,37.57,37.86,37.38,10.46,10.96,37.25,35.6,40.55,38.9,43.85,42.2,47.15,45.5,24.09,22.45,27.37,25.73,30.66,29.02,33.95,32.31,57.49,58.99,54.37,55.99,51.15,52.76,47.95,49.55,50.45,48.8,53.76,52.11,56.58,55.41,56.28,8.88,9.85,7.61,8.12,7.56,7.42,9.44,8.45,11.96,10.49,16.22,13.47,14.82,10.96,12.18,11.91,10.53,14.72,13.31,17.56,16.14,20.82,19.19,27.78,28.23,26.19,27.37,25.01,30.69,29.7,33.78,32.23,36.11,34.95,38.22,37.16,20.88,19.43,23.83,22.35,26.08,24.95,28.72,27.21,53.14,51.49,56.45,54.8,58.87,57.66,60.08,41.25,39.73,44.29,42.77,47.43,45.82,49.84,48.63,34.88,35.54,34.29,45.37,45.2,45.57,44.79,46.37,41.67,43.22,38.59,40.12,36.28,37.08,56.24,56.06
25,8.55,10.65,9.58,13.45,12.03,43.32,43.26,43.41,45.74,45.68,45.84,31.84,14.06,13.96,14.38,7.76,6.3,6.06,9.56,9.98,12.56,11.06,3.29,4.94,0.0,1.65,2.02,1.62,4.25,6.81,7.17,5.96,3.64,4.64,3.27,24.87,23.67,27.68,26.07,30.49,29.28,32.77,31.69,26.26,29.45,22.47,22.66,7.57,8.36,7.0,6.29,7.01,5.78,5.86,33.85,34.0,33.8,9.33,10.42,33.79,32.14,37.1,35.45,40.41,38.76,43.72,42.07,20.56,18.91,23.87,22.22,27.18,25.52,30.48,28.83,53.25,54.77,50.08,51.73,46.81,48.44,43.56,45.18,47.03,45.38,50.34,48.69,52.24,52.0,51.98,5.42,6.88,2.98,4.08,2.91,2.48,5.41,4.13,7.1,5.66,14.58,11.46,13.01,8.38,9.91,8.17,6.73,11.06,9.61,13.95,12.5,17.26,15.6,23.39,23.94,21.74,22.89,20.61,26.55,25.54,29.71,28.12,32.08,30.89,34.22,33.15,16.41,14.9,19.49,17.94,21.81,20.64,24.53,22.97,49.32,47.65,52.66,50.99,55.09,53.87,56.31,37.3,35.76,40.38,38.84,43.55,41.92,45.98,44.77,30.54,31.09,30.08,41.66,41.59,41.77,40.33,41.94,37.14,38.73,34.0,35.57,31.73,32.45,52.53,52.46
26,10.17,12.22,11.18,14.96,13.57,44.52,44.43,44.65,46.94,46.84,47.07,33.11,15.35,15.17,15.78,9.34,7.24,6.77,10.93,11.47,13.87,12.39,1.65,3.29,1.65,0.0,3.29,2.32,5.81,8.14,8.65,4.64,3.22,3.61,3.66,26.11,24.91,28.9,27.3,31.7,30.5,33.98,32.9,27.55,30.72,23.71,23.98,8.16,8.69,7.87,5.85,6.24,6.14,5.81,35.06,35.25,34.95,9.44,10.34,34.9,33.25,38.21,36.56,41.52,39.87,44.83,43.18,21.68,20.02,24.98,23.33,28.29,26.64,31.6,29.94,54.65,56.16,51.5,53.14,48.24,49.87,45.01,46.62,48.14,46.49,51.45,49.8,53.68,53.11,53.4,6.36,7.64,4.45,5.25,4.39,4.13,6.62,5.45,8.71,7.25,14.97,11.94,13.44,9.02,10.46,9.29,7.85,12.18,10.74,15.07,13.62,18.37,16.72,24.83,25.34,23.2,24.36,22.05,27.9,26.9,31.04,29.47,33.4,32.22,35.53,34.46,17.87,16.38,20.91,19.38,23.2,22.05,25.9,24.36,50.57,48.91,53.9,52.24,56.33,55.12,57.55,38.59,37.06,41.66,40.12,44.82,43.2,47.25,46.03,31.97,32.56,31.46,42.87,42.76,43.01,41.81,43.41,38.64,40.22,35.52,37.07,33.23,33.98,53.75,53.64
27,7.16,9.03,8.06,11.7,10.34,41.32,41.26,41.43,43.74,43.67,43.86,29.87,12.09,11.96,12.49,6.17,4.32,4.21,7.64,8.19,10.6,9.11,4.8,6.38,2.02,3.29,0.0,1.22,2.71,4.86,5.38,6.5,3.35,4.88,2.08,22.89,21.69,25.69,24.09,28.49,27.29,30.78,29.7,24.3,27.48,20.49,20.71,5.76,6.74,5.05,5.6,6.66,4.24,4.74,31.86,32.02,31.79,7.87,9.11,31.78,30.13,35.09,33.44,38.4,36.75,41.71,40.06,18.55,16.9,21.86,20.2,25.17,23.51,28.47,26.82,51.36,52.87,48.21,49.84,44.95,46.58,41.72,43.33,45.02,43.37,48.33,46.68,50.38,49.99,50.11,6.52,8.09,3.45,4.97,1.22,2.04,3.4,2.16,5.67,4.19,15.99,12.82,14.4,9.66,11.24,6.16,4.71,9.05,7.6,11.94,10.49,15.24,13.59,21.53,22.05,19.91,21.07,18.75,24.62,23.61,27.77,26.19,30.13,28.95,32.27,31.2,14.58,13.1,17.61,16.09,19.91,18.76,22.61,21.07,47.34,45.68,50.68,49.01,53.11,51.89,54.33,35.34,33.8,38.42,36.88,41.58,39.96,44.01,42.79,28.67,29.27,28.17,39.67,39.59,39.79,38.52,40.11,35.36,36.93,32.25,33.8,29.96,30.72,50.54,50.46
28,8.38,10.23,9.27,12.84,11.51,42.2,42.11,42.33,44.62,44.52,44.76,30.8,13.06,12.85,13.54,7.38,4.94,4.55,8.68,9.33,11.58,10.12,3.68,5.21,1.62,2.32,1.22,0.0,3.93,5.89,6.53,5.31,2.34,3.74,1.65,23.79,22.6,26.58,24.99,29.38,28.18,31.66,30.58,25.25,28.42,21.4,21.69,6.02,6.75,5.59,4.85,5.75,4.17,4.28,32.74,32.94,32.63,7.71,8.82,32.58,30.93,35.9,34.24,39.2,37.55,42.51,40.86,19.36,17.71,22.66,21.01,25.97,24.32,29.28,27.62,52.39,53.9,49.25,50.88,46.01,47.63,42.79,44.4,45.82,44.17,49.13,47.48,51.44,50.79,51.16,6.89,8.4,4.08,5.44,2.45,2.96,4.32,3.24,6.89,5.41,16.17,13.04,14.6,9.93,11.48,6.97,5.54,9.86,8.42,12.75,11.3,16.05,14.4,22.61,23.09,21.0,22.18,19.83,25.62,24.62,28.75,27.18,31.1,29.92,33.23,32.16,15.68,14.22,18.67,17.17,20.95,19.81,23.63,22.09,48.26,46.6,51.59,49.92,54.02,52.8,55.23,36.29,34.76,39.35,37.82,42.51,40.89,44.93,43.72,29.73,30.36,29.19,40.55,40.44,40.7,39.61,41.2,36.47,38.03,33.38,34.92,31.07,31.86,51.43,51.32
29,4.45,6.41,5.38,9.21,7.78,39.41,39.41,39.45,41.84,41.83,41.89,27.86,10.11,10.18,10.25,3.53,4.03,4.62,5.57,5.76,8.6,7.09,7.41,9.02,4.25,5.81,2.71,3.93,0.0,3.07,3.0,9.15,5.87,7.5,4.29,20.96,19.76,23.78,22.17,26.59,25.38,28.88,27.79,22.25,25.45,18.55,18.62,6.06,7.4,4.8,7.66,8.93,5.43,6.48,29.96,30.02,29.98,8.79,10.21,30.06,28.41,33.36,31.71,36.66,35.01,39.96,38.31,16.9,15.26,20.18,18.54,23.47,21.82,26.76,25.11,49.07,50.6,45.9,47.55,42.61,44.25,39.34,40.97,43.27,41.62,46.58,44.92,48.04,48.23,47.78,6.53,8.09,3.51,5.0,1.48,2.18,2.49,1.53,2.97,1.48,15.97,12.81,14.39,9.66,11.23,4.92,3.71,7.59,6.23,10.39,8.98,13.63,12.0,19.19,19.78,17.53,18.66,16.41,22.45,21.43,25.63,24.04,28.02,26.83,30.18,29.1,12.21,10.67,15.32,13.76,17.66,16.49,20.41,18.84,45.33,43.66,48.68,47.0,51.12,49.9,52.34,33.27,31.72,36.36,34.81,39.54,37.91,41.99,40.76,26.35,26.87,25.94,37.75,37.74,37.81,36.11,37.72,32.91,34.5,29.75,31.32,27.49,28.2,48.6,48.58
30,4.19,4.96,4.43,7.11,5.93,36.52,36.49,36.61,38.95,38.91,39.04,25.03,7.25,7.2,7.66,2.8,2.45,3.56,2.79,3.65,5.75,4.26,9.57,11.06,6.81,8.14,4.86,5.89,3.07,0.0,1.4,10.37,7.01,8.69,5.34,18.08,16.87,20.88,19.28,23.69,22.49,25.98,24.9,19.45,22.64,15.67,15.86,4.37,5.86,2.88,7.8,9.25,4.94,6.37,27.06,27.19,27.04,7.35,8.84,27.08,25.42,30.38,28.73,33.69,32.04,37.0,35.34,13.88,12.24,17.17,15.53,20.47,18.82,23.77,22.12,46.51,48.02,43.37,45.0,40.12,41.74,36.91,38.51,40.31,38.65,43.61,41.96,45.56,45.27,45.27,9.56,11.09,6.58,8.05,3.94,5.19,1.66,2.7,3.24,2.78,18.89,15.75,17.32,12.63,14.19,1.98,1.4,4.52,3.18,7.33,5.92,10.59,8.96,16.72,17.21,15.12,16.31,13.95,19.76,18.76,22.91,21.33,25.28,24.09,27.42,26.35,9.82,8.4,12.79,11.29,15.06,13.92,17.76,16.22,42.51,40.84,45.85,44.18,48.29,47.07,49.51,30.49,28.95,33.57,32.03,36.74,35.11,39.18,37.96,23.85,24.48,23.32,34.87,34.82,34.97,33.73,35.31,30.61,32.16,27.55,29.07,25.22,26.06,45.74,45.68
31,2.8,3.81,3.11,6.32,4.99,36.44,36.46,36.47,38.87,38.87,38.91,24.87,7.17,7.34,7.26,1.4,3.83,4.9,2.66,2.82,5.66,4.16,10.18,11.74,7.17,8.65,5.38,6.53,3.0,1.4,0.0,11.36,7.97,9.67,6.28,18.0,16.79,20.81,19.2,23.62,22.42,25.91,24.83,19.26,22.47,15.59,15.63,5.77,7.26,4.28,9.04,10.46,6.24,7.63,27.0,27.04,27.04,8.75,10.23,27.15,25.5,30.44,28.79,33.74,32.09,37.04,35.39,14.05,12.44,17.31,15.68,20.58,18.94,23.86,22.22,46.09,47.62,42.92,44.57,39.64,41.28,36.39,38.01,40.34,38.69,43.64,41.99,45.07,45.3,44.81,9.07,10.53,6.33,7.66,4.26,5.16,2.75,3.32,1.95,2.05,18.16,15.07,16.61,12.02,13.54,3.11,2.79,5.1,3.97,7.68,6.36,10.83,9.24,16.22,16.79,14.57,15.72,13.44,19.45,18.43,22.64,21.04,25.02,23.83,27.18,26.1,9.25,7.74,12.33,10.78,14.67,13.5,17.42,15.85,42.34,40.67,45.69,44.01,48.13,46.91,49.35,30.27,28.73,33.37,31.82,36.55,34.92,39.0,37.77,23.38,23.93,22.95,34.78,34.78,34.82,33.17,34.78,29.99,31.58,26.88,28.43,24.59,25.35,45.62,45.61
32,13.55,15.17,14.33,17.47,16.29,45.18,44.96,45.45,47.57,47.35,47.84,34.13,16.9,16.41,17.75,12.43,8.47,7.49,12.99,14.02,15.56,14.25,3.59,3.12,5.96,4.64,6.5,5.31,9.15,10.37,11.36,0.0,3.39,1.69,5.08,27.09,25.94,29.8,28.25,32.53,31.36,34.75,33.7,28.76,31.82,24.79,25.35,8.2,7.91,8.74,3.75,2.93,6.15,4.88,35.81,36.22,35.54,7.89,8.15,35.31,33.68,38.58,36.95,41.86,40.22,45.15,43.51,22.32,20.72,25.55,23.93,28.79,27.17,32.04,30.42,56.14,57.62,53.08,54.67,49.93,51.5,46.81,48.36,48.44,46.79,51.73,50.08,55.35,53.38,55.0,10.98,12.19,8.93,9.88,7.7,8.19,8.72,8.11,12.08,10.61,19.09,16.21,17.64,13.48,14.82,10.71,9.49,13.29,11.99,15.98,14.63,19.13,17.55,26.75,27.08,25.24,26.46,24.02,29.36,28.41,32.36,30.85,34.63,33.49,36.69,35.66,20.04,18.71,22.8,21.41,24.93,23.86,27.46,26.01,51.41,49.77,54.69,53.05,57.09,55.89,58.29,39.67,38.18,42.67,41.17,45.76,44.17,48.14,46.95,33.73,34.53,33.01,43.57,43.32,43.85,43.73,45.26,40.71,42.21,37.76,39.22,35.39,36.31,54.4,54.16
33,10.21,11.78,10.95,14.12,12.91,42.45,42.29,42.66,44.86,44.69,45.06,31.22,13.74,13.34,14.48,9.05,5.27,4.42,9.67,10.65,12.35,10.99,3.59,4.57,3.64,3.22,3.35,2.34,5.87,7.01,7.97,3.39,0.0,1.69,1.69,24.18,23.01,26.94,25.36,29.7,28.51,31.95,30.88,25.77,28.88,21.84,22.29,5.49,5.71,5.67,2.69,3.42,3.34,2.65,33.02,33.34,32.82,6.29,7.13,32.68,31.03,35.98,34.33,39.28,37.63,42.58,40.93,19.54,17.9,22.81,21.17,26.1,24.45,29.39,27.74,53.09,54.58,50.0,51.61,46.81,48.4,43.65,45.23,45.88,44.23,49.19,47.53,52.24,50.84,51.92,9.06,10.5,6.4,7.68,4.47,5.29,5.35,4.74,8.75,7.3,18.08,15.0,16.54,11.98,13.48,7.51,6.21,10.24,8.86,13.04,11.63,16.28,14.65,23.53,23.91,21.99,23.2,20.78,26.28,25.31,29.34,27.81,31.65,30.49,33.74,32.69,16.75,15.38,19.58,18.15,21.76,20.66,24.35,22.86,48.61,46.96,51.91,50.26,54.33,53.12,55.54,36.76,35.25,39.78,38.27,42.91,41.3,45.31,44.11,30.57,31.31,29.91,40.82,40.64,41.04,40.54,42.09,37.48,39.0,34.48,35.97,32.13,33.01,51.68,51.5
34,11.88,13.47,12.64,15.79,14.6,43.81,43.61,44.04,46.2,46.01,46.44,32.66,15.31,14.86,16.11,10.74,6.85,5.91,11.33,12.33,13.94,12.61,3.17,3.53,4.64,3.61,4.88,3.74,7.5,8.69,9.67,1.69,1.69,0.0,3.39,25.62,24.46,28.35,26.79,31.1,29.92,33.34,32.28,27.26,30.34,23.3,23.81,6.77,6.69,7.17,2.79,2.7,4.65,3.54,34.4,34.77,34.16,6.93,7.46,33.98,32.34,37.27,35.62,40.56,38.91,43.85,42.2,20.91,19.29,24.16,22.53,27.42,25.79,30.7,29.06,54.61,56.1,51.54,53.13,48.36,49.95,45.23,46.79,47.15,45.5,50.45,48.8,53.79,52.09,53.46,9.92,11.25,7.58,8.69,6.06,6.68,7.03,6.42,10.41,8.95,18.51,15.53,17.01,12.64,14.07,9.1,7.84,11.74,10.4,14.49,13.11,17.68,16.08,25.13,25.49,23.61,24.83,22.4,27.81,26.85,30.84,29.32,33.13,31.98,35.21,34.17,18.39,17.04,21.18,19.77,23.33,22.25,25.89,24.43,50.0,48.36,53.29,51.65,55.7,54.5,56.91,38.2,36.7,41.22,39.71,44.32,42.73,46.72,45.52,32.15,32.91,31.45,42.18,41.97,42.43,42.13,43.67,39.09,40.6,36.12,37.59,33.75,34.66,53.03,52.82
35,8.55,10.09,9.27,12.44,11.22,41.12,40.99,41.29,43.53,43.4,43.71,29.81,12.21,11.88,12.88,7.37,3.79,3.14,8.04,8.96,10.78,9.39,4.64,5.92,3.27,3.66,2.08,1.65,4.29,5.34,6.28,5.08,1.69,3.39,0.0,22.78,21.6,25.55,23.97,28.33,27.14,30.6,29.52,24.32,27.45,20.41,20.8,4.5,5.13,4.31,3.52,4.67,2.54,2.7,31.67,31.94,31.52,6.06,7.19,31.42,29.77,34.72,33.07,38.03,36.38,41.34,39.68,18.22,16.58,21.52,19.87,24.82,23.17,28.12,26.47,51.58,53.08,48.48,50.09,45.27,46.87,42.09,43.67,44.65,42.99,47.95,46.3,50.7,49.61,50.39,8.45,9.99,5.49,6.95,2.99,4.12,3.68,3.06,7.1,5.68,17.8,14.66,16.23,11.53,13.09,5.99,4.63,8.8,7.39,11.65,10.22,14.93,13.29,21.94,22.35,20.38,21.58,19.18,24.78,23.8,27.86,26.31,30.19,29.02,32.3,31.24,15.11,13.73,17.99,16.54,20.2,19.09,22.82,21.32,47.24,45.58,50.55,48.89,52.97,51.76,54.19,35.33,33.81,38.37,36.85,41.51,39.9,43.93,42.72,29.01,29.72,28.39,39.48,39.33,39.67,38.96,40.52,35.87,37.41,32.85,34.35,30.51,31.37,50.35,50.2
36,18.17,15.77,16.97,12.78,14.27,18.45,18.46,18.54,20.88,20.87,20.97,7.04,10.85,10.94,10.94,18.03,18.99,19.76,15.39,15.49,12.36,13.88,27.38,28.69,24.87,26.11,22.89,23.79,20.96,18.08,18.0,27.09,24.18,25.62,22.78,0.0,1.21,2.81,1.2,5.63,4.42,7.91,6.83,2.06,4.73,2.41,2.94,18.89,19.37,18.52,23.49,24.78,20.98,22.22,9.0,9.16,9.09,19.95,20.62,9.37,7.8,12.59,10.97,15.84,14.21,19.11,17.48,4.96,6.43,2.76,3.66,3.53,2.7,6.26,4.81,29.17,30.62,26.21,27.74,23.23,24.71,20.37,21.78,22.4,20.75,25.69,24.04,28.57,27.34,28.14,26.79,28.09,24.31,25.53,22.01,23.14,19.49,20.75,19.03,19.96,34.92,32.12,33.51,29.41,30.76,16.83,18.26,13.98,15.4,11.15,12.56,7.97,9.55,5.61,4.5,6.56,6.75,6.61,3.55,3.34,5.55,4.37,7.62,6.56,9.62,8.61,9.79,11.3,6.89,8.31,4.93,5.87,3.43,4.12,24.47,22.81,27.8,26.13,30.23,29.01,31.45,12.58,11.09,15.6,14.08,18.73,17.12,21.15,19.94,8.13,9.62,6.74,16.79,16.78,16.91,17.72,19.02,15.37,16.5,13.49,14.36,11.18,12.79,27.66,27.62
37,16.99,14.59,15.79,11.62,13.1,19.66,19.67,19.74,22.08,22.08,22.17,8.22,9.64,9.74,9.75,16.83,17.81,18.59,14.18,14.29,11.16,12.67,26.19,27.51,23.67,24.91,21.69,22.6,19.76,16.87,16.79,25.94,23.01,24.46,21.6,1.21,0.0,4.02,2.41,6.83,5.63,9.12,8.04,2.94,5.88,1.21,2.06,17.74,18.25,17.34,22.36,23.66,19.82,21.07,10.2,10.35,10.28,18.87,19.57,10.53,8.94,13.77,12.15,17.03,15.4,20.31,18.67,3.98,5.34,2.61,2.93,4.43,3.24,7.37,5.85,30.28,31.73,27.29,28.84,24.27,25.77,21.36,22.8,23.59,21.95,26.89,25.24,29.63,28.54,29.22,25.6,26.9,23.11,24.33,20.81,21.93,18.3,19.55,17.83,18.76,33.76,30.96,32.35,28.22,29.58,15.64,17.06,12.79,14.21,9.98,11.38,6.84,8.39,5.2,4.21,5.86,6.25,5.73,4.12,3.61,6.56,5.23,8.72,7.62,10.75,9.73,8.67,10.16,5.86,7.22,4.12,4.92,3.35,3.55,25.66,24.0,28.99,27.33,31.43,30.21,32.64,13.75,12.24,16.78,15.26,19.92,18.31,22.34,21.13,8.85,10.24,7.59,18.0,17.99,18.11,18.63,19.97,16.16,17.35,14.09,15.06,11.72,13.26,28.86,28.82
38,20.95,18.54,19.74,15.52,17.02,15.64,15.65,15.75,18.07,18.06,18.17,4.36,13.66,13.74,13.74,20.83,21.77,22.52,18.2,18.29,15.18,16.69,30.16,31.46,27.68,28.9,25.69,26.58,23.78,20.88,20.81,29.8,26.94,28.35,25.55,2.81,4.02,0.0,1.61,2.81,1.61,5.1,4.02,2.31,2.32,5.22,5.49,21.6,22.02,21.28,26.17,27.44,23.71,24.93,6.19,6.42,6.32,22.54,23.13,6.73,5.24,9.86,8.28,13.08,11.46,16.34,14.7,7.51,9.08,4.56,5.99,2.66,3.35,3.9,2.9,26.63,28.05,23.74,25.23,20.86,22.29,18.17,19.49,19.61,17.97,22.9,21.25,26.13,24.54,25.67,29.59,30.87,27.12,28.34,24.82,25.95,22.3,23.55,21.83,22.78,37.63,34.86,36.24,32.18,33.51,19.62,21.05,16.75,18.18,13.9,15.33,10.68,12.28,7.3,6.12,8.63,8.48,8.96,3.69,4.23,3.71,3.33,5.23,4.37,7.04,6.11,12.48,14.02,9.45,10.95,7.25,8.34,4.94,6.21,21.68,20.03,25.0,23.34,27.43,26.22,28.65,9.89,8.45,12.87,11.37,15.97,14.37,18.38,17.17,6.98,8.67,5.32,13.98,13.97,14.12,15.76,16.92,13.78,14.7,12.44,13.01,10.37,12.08,24.85,24.8
39,19.36,16.95,18.15,13.95,15.45,17.25,17.26,17.34,19.67,19.67,19.77,5.88,12.05,12.14,12.14,19.23,20.18,20.94,16.59,16.69,13.57,15.08,28.57,29.88,26.07,27.3,24.09,24.99,22.17,19.28,19.2,28.25,25.36,26.79,23.97,1.2,2.41,1.61,0.0,4.42,3.22,6.71,5.62,1.66,3.63,3.62,3.99,20.05,20.5,19.7,24.64,25.92,22.14,23.38,7.79,7.98,7.9,21.05,21.69,8.23,6.68,11.41,9.81,14.66,13.03,17.92,16.29,6.03,7.55,3.37,4.59,2.87,2.66,5.2,3.86,28.08,29.51,25.15,26.66,22.2,23.66,19.41,20.78,21.2,19.56,24.49,22.85,27.52,26.14,27.08,27.99,29.28,25.52,26.73,23.22,24.34,20.69,21.95,20.23,21.17,36.08,33.3,34.68,30.59,31.93,18.02,19.45,15.16,16.59,12.33,13.74,9.12,10.72,6.24,5.06,7.39,7.41,7.58,3.33,3.48,4.64,3.71,6.55,5.55,8.49,7.51,10.93,12.46,7.96,9.43,5.87,6.89,3.9,4.93,23.28,21.62,26.6,24.94,29.03,27.82,30.25,11.42,9.94,14.43,12.92,17.55,15.94,19.96,18.75,7.53,9.12,6.01,15.59,15.58,15.71,16.85,18.09,14.64,15.69,12.97,13.73,10.75,12.41,26.46,26.41
40,23.73,21.31,22.52,18.28,19.79,12.83,12.84,12.96,15.26,15.25,15.38,2.06,16.48,16.54,16.53,23.64,24.55,25.28,21.02,21.1,17.99,19.5,32.95,34.23,30.49,31.7,28.49,29.38,26.59,23.69,23.62,32.53,29.7,31.1,28.33,5.63,6.83,2.81,4.42,0.0,1.2,2.29,1.2,4.71,2.05,8.04,8.22,24.33,24.71,24.05,28.87,30.12,26.45,27.65,3.37,3.77,3.62,25.17,25.7,4.3,3.17,7.2,5.69,10.35,8.76,13.57,11.95,10.2,11.81,7.06,8.62,4.19,5.56,2.66,3.09,24.15,25.53,21.36,22.8,18.63,19.97,16.16,17.35,16.83,15.2,20.11,18.47,23.79,21.75,23.28,32.38,33.66,29.93,31.14,27.63,28.76,25.1,26.36,24.63,25.58,40.35,37.61,38.97,34.95,36.27,22.41,23.85,19.54,20.97,16.68,18.11,13.42,15.05,9.53,8.39,11.04,10.68,11.52,5.52,6.37,3.53,4.34,3.55,3.33,4.75,4.05,15.21,16.77,12.12,13.66,9.84,10.97,7.27,8.72,18.91,17.26,22.22,20.56,24.64,23.43,25.86,7.31,5.96,10.17,8.72,13.23,11.66,15.62,14.42,6.87,8.57,5.18,11.17,11.16,11.34,14.09,15.06,12.61,13.26,11.97,12.18,10.28,12.0,22.05,21.99
