id,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165
41,22.54,20.12,21.33,17.1,18.61,14.03,14.05,14.15,16.46,16.46,16.57,2.94,15.27,15.34,15.33,22.44,23.36,24.1,19.81,19.89,16.78,18.3,31.76,33.05,29.28,30.5,27.29,28.18,25.38,22.49,22.42,31.36,28.51,29.92,27.14,4.42,5.63,1.61,3.22,1.2,0.0,3.49,2.41,3.61,1.66,6.83,7.04,23.16,23.56,22.86,27.71,28.96,25.27,26.48,4.58,4.88,4.76,24.04,24.6,5.29,3.95,8.33,6.78,11.51,9.91,14.75,13.13,9.04,10.63,5.96,7.48,3.33,4.54,2.94,2.67,25.21,26.6,22.37,23.83,19.57,20.95,16.99,18.24,18.02,16.38,21.3,19.66,24.78,22.94,24.29,31.19,32.46,28.73,29.94,26.43,27.56,23.9,25.16,23.43,24.38,39.18,36.44,37.8,33.76,35.09,21.21,22.65,18.35,19.78,15.49,16.92,12.24,13.86,8.53,7.37,9.98,9.7,10.41,4.61,5.38,3.33,3.69,4.12,3.55,5.68,4.84,14.04,15.59,10.97,12.49,8.71,9.83,6.22,7.62,20.1,18.44,23.41,21.75,25.84,24.62,27.05,8.4,7.0,11.32,9.84,14.4,12.81,16.8,15.6,6.78,8.5,5.05,12.38,12.36,12.53,14.76,15.82,13.05,13.83,12.09,12.46,10.23,11.95,23.25,23.2
42,26.0,23.58,24.79,20.54,22.05,10.55,10.56,10.71,12.97,12.97,13.11,1.98,18.76,18.82,18.81,25.92,26.82,27.54,23.3,23.38,20.28,21.79,35.22,36.49,32.77,33.98,30.78,31.66,28.88,25.98,25.91,34.75,31.95,33.34,30.6,7.91,9.12,5.1,6.71,2.29,3.49,0.0,1.08,6.9,3.86,10.32,10.47,26.57,26.91,26.31,31.08,32.31,28.69,29.88,1.08,1.99,1.72,27.34,27.83,2.89,2.74,5.15,3.84,8.16,6.62,11.34,9.74,12.43,14.05,9.23,10.82,6.14,7.66,3.48,4.71,22.19,23.53,19.51,20.88,16.94,18.19,14.71,15.77,14.58,12.96,17.85,16.21,21.96,19.48,21.41,34.66,35.93,32.22,33.43,29.92,31.05,27.38,28.64,26.91,27.87,42.57,39.86,41.21,37.21,38.53,24.68,26.12,21.81,23.25,18.94,20.38,15.68,17.31,11.54,10.44,13.12,12.65,13.68,7.47,8.4,4.81,6.07,3.49,4.03,3.51,3.33,17.45,19.02,14.33,15.89,12.01,13.17,9.36,10.87,16.66,15.02,19.96,18.31,22.38,21.17,23.59,5.37,4.26,8.05,6.66,11.03,9.48,13.39,12.21,7.59,9.16,6.12,8.89,8.88,9.1,13.02,13.79,12.08,12.44,12.06,11.95,10.77,12.42,19.77,19.7
43,24.93,22.5,23.71,19.47,20.98,11.63,11.64,11.77,14.05,14.05,14.19,1.66,17.68,17.74,17.73,24.84,25.74,26.47,22.22,22.3,19.19,20.71,34.14,35.42,31.69,32.9,29.7,30.58,27.79,24.9,24.83,33.7,30.88,32.28,29.52,6.83,8.04,4.02,5.62,1.2,2.41,1.08,0.0,5.85,2.92,9.24,9.4,25.51,25.87,25.23,30.03,31.27,27.63,28.82,2.17,2.74,2.54,26.31,26.82,3.44,2.72,6.1,4.67,9.19,7.62,12.4,10.79,11.37,12.99,8.19,9.77,5.18,6.65,2.9,3.86,23.11,24.47,20.37,21.78,17.72,19.02,15.37,16.5,15.65,14.02,18.92,17.28,22.81,20.56,22.29,33.58,34.85,31.14,32.34,28.84,29.97,26.3,27.56,25.83,26.79,41.52,38.79,40.15,36.14,37.46,23.61,25.04,20.73,22.17,17.87,19.3,14.61,16.24,10.57,9.46,12.12,11.7,12.65,6.52,7.42,4.1,5.2,3.33,3.53,3.98,3.51,16.39,17.95,13.28,14.83,10.98,12.12,8.35,9.84,17.73,16.08,21.03,19.38,23.45,22.24,24.66,6.26,5.01,9.05,7.62,12.07,10.51,14.44,13.25,7.17,8.81,5.58,9.97,9.96,10.16,13.49,14.36,12.28,12.79,11.96,12.0,10.48,12.17,20.85,20.79
44,19.17,16.73,17.95,13.67,15.2,17.26,17.4,17.22,19.68,19.79,19.66,5.62,12.21,12.44,12.05,19.16,20.54,21.36,16.71,16.63,13.7,15.2,28.88,30.24,26.26,27.55,24.3,25.25,22.25,19.45,19.26,28.76,25.77,27.26,24.32,2.06,2.94,2.31,1.66,4.71,3.61,6.9,5.85,0.0,3.22,3.99,3.64,20.57,21.13,20.11,25.21,26.53,22.62,23.91,7.96,7.79,8.33,21.78,22.51,8.9,7.49,11.91,10.38,15.05,13.47,18.24,16.64,6.91,8.27,4.77,5.7,4.44,4.3,6.21,5.14,27.4,28.87,24.39,25.95,21.34,22.85,18.42,19.86,21.48,19.86,24.73,23.1,26.71,26.36,26.32,27.86,29.09,25.51,26.66,23.37,24.41,20.93,22.14,20.14,21.17,35.67,32.97,34.31,30.35,31.65,18.33,19.74,15.53,16.93,12.78,14.15,9.73,11.23,5.0,3.82,6.38,6.17,6.81,1.67,1.95,3.63,2.32,5.88,4.73,7.98,6.92,10.57,12.14,7.43,8.99,5.12,6.27,2.64,4.01,23.09,21.41,26.43,24.76,28.88,27.65,30.1,11.04,9.51,14.12,12.58,17.3,15.67,19.74,18.52,6.07,7.59,4.69,15.59,15.72,15.58,15.71,17.03,13.31,14.46,11.45,12.3,9.18,10.81,26.39,26.44
45,22.38,19.94,21.16,16.87,18.4,14.05,14.22,14.01,16.47,16.6,16.45,2.41,15.39,15.58,15.27,22.38,23.67,24.46,19.91,19.85,16.9,18.4,32.03,33.37,29.45,30.72,27.48,28.42,25.45,22.64,22.47,31.82,28.88,30.34,27.45,4.73,5.88,2.32,3.63,2.05,1.66,3.86,2.92,3.22,0.0,7.04,6.85,23.62,24.11,23.21,28.23,29.52,25.69,26.95,4.86,4.58,5.46,24.68,25.32,6.29,5.21,9.0,7.59,12.01,10.48,15.15,13.57,9.66,11.16,6.86,8.21,4.76,5.67,4.49,4.33,24.45,25.89,21.52,23.03,18.59,20.03,15.86,17.19,18.34,16.74,21.58,19.96,23.89,23.2,23.45,31.07,32.29,28.73,29.88,26.56,27.62,24.1,25.33,23.35,24.38,38.81,36.14,37.46,33.55,34.83,21.48,22.9,18.65,20.06,15.85,17.25,12.7,14.27,7.68,6.58,9.27,8.8,9.87,3.61,4.55,1.66,2.31,2.94,2.06,4.88,3.88,13.75,15.34,10.59,12.17,8.23,9.41,5.52,7.06,19.88,18.21,23.22,21.55,25.67,24.44,26.89,7.88,6.37,10.94,9.4,14.1,12.48,16.54,15.32,5.11,6.84,3.39,12.38,12.55,12.36,13.44,14.6,11.54,12.41,10.45,10.87,8.56,10.29,23.17,23.23
46,15.8,13.42,14.61,10.47,11.94,20.86,20.87,20.94,23.29,23.28,23.37,9.4,8.44,8.55,8.56,15.63,16.63,17.42,12.98,13.09,9.95,11.47,25.0,26.33,22.47,23.71,20.49,21.4,18.55,15.67,15.59,24.79,21.84,23.3,20.41,2.41,1.21,5.22,3.62,8.04,6.83,10.32,9.24,3.99,7.04,0.0,1.67,16.59,17.14,16.17,21.23,22.54,18.66,19.93,11.41,11.54,11.48,17.79,18.54,11.7,10.1,14.95,13.32,18.22,16.58,21.5,19.86,3.15,4.32,2.98,2.58,5.45,4.07,8.51,6.95,31.39,32.85,28.38,29.94,25.32,26.84,22.37,23.83,24.79,23.15,28.09,26.44,30.7,29.73,30.31,24.4,25.71,21.9,23.13,19.61,20.73,17.1,18.34,16.64,17.56,32.61,29.79,31.19,27.04,28.4,14.45,15.87,11.61,13.03,8.82,10.21,5.74,7.25,5.04,4.25,5.35,5.96,4.98,4.93,4.23,7.62,6.21,9.84,8.72,11.91,10.87,7.56,9.02,4.92,6.18,3.55,4.12,3.68,3.33,26.86,25.2,30.19,28.52,32.63,31.41,33.84,14.92,13.41,17.96,16.44,21.11,19.49,23.53,22.32,9.67,10.96,8.53,19.2,19.19,19.3,19.57,20.95,16.99,18.25,14.76,15.82,12.36,13.83,30.07,30.03
47,15.55,13.11,14.33,10.07,11.59,20.89,21.01,20.86,23.31,23.4,23.3,9.26,8.63,8.96,8.42,15.53,17.04,17.9,13.1,13.0,10.11,11.6,25.33,26.72,22.66,23.98,20.71,21.69,18.62,15.86,15.63,25.35,22.29,23.81,20.8,2.94,2.06,5.49,3.99,8.22,7.04,10.47,9.4,3.64,6.85,1.67,0.0,17.2,17.87,16.64,21.87,23.23,19.21,20.53,11.54,11.43,11.8,18.63,19.47,12.2,10.67,15.35,13.77,18.55,16.95,21.79,20.17,4.61,5.47,4.51,4.25,6.43,5.3,9.17,7.75,30.8,32.29,27.73,29.32,24.59,26.15,21.53,23.05,25.04,23.41,28.31,26.68,30.0,29.95,29.65,24.23,25.47,21.88,23.03,19.76,20.79,17.36,18.55,16.5,17.53,32.14,29.4,30.76,26.75,28.06,14.81,16.2,12.07,13.43,9.42,10.73,6.63,7.97,3.38,2.63,3.81,4.32,3.69,4.01,3.1,7.06,5.51,9.42,8.24,11.56,10.49,6.99,8.55,3.97,5.46,2.06,2.93,2.3,1.67,26.71,25.04,30.06,28.39,32.51,31.28,33.73,14.65,13.1,17.74,16.19,20.92,19.29,23.37,22.14,8.59,9.73,7.67,19.22,19.33,19.21,18.61,20.05,15.87,17.21,13.45,14.61,11.02,12.42,30.03,30.07
48,8.56,9.0,8.7,10.37,9.59,37.03,36.84,37.27,39.43,39.24,39.67,25.92,8.94,8.31,10.05,7.17,2.09,1.57,5.88,7.41,7.76,6.72,9.01,10.06,7.57,8.16,5.76,6.02,6.06,4.37,5.77,8.2,5.49,6.77,4.5,18.89,17.74,21.6,20.05,24.33,23.16,26.57,25.51,20.57,23.62,16.59,17.2,0.0,1.49,1.49,4.68,6.08,2.16,3.34,27.63,28.02,27.39,2.98,4.46,27.22,25.57,30.51,28.86,33.81,32.16,37.1,35.45,14.14,12.53,17.39,15.76,20.65,19.02,23.93,22.29,47.97,49.44,44.92,46.5,41.79,43.35,38.71,40.24,40.4,38.75,43.71,42.06,47.2,45.36,46.84,12.12,13.71,8.94,10.53,5.77,7.35,3.64,4.62,7.53,6.67,21.65,18.47,20.06,15.3,16.89,3.3,2.98,5.24,4.13,7.8,6.48,10.93,9.35,18.8,19.04,17.39,18.64,16.15,21.21,20.28,24.18,22.68,26.44,25.3,28.49,27.46,12.42,11.32,14.9,13.63,16.91,15.89,19.35,17.94,43.23,41.59,46.52,44.88,48.93,47.73,50.13,31.47,29.98,34.47,32.96,37.56,35.97,39.95,38.76,25.66,26.54,24.87,35.41,35.2,35.67,35.69,37.19,32.75,34.21,29.91,31.31,27.5,28.53,46.26,46.05
49,10.05,10.43,10.17,11.64,10.95,37.31,37.06,37.6,39.69,39.45,39.98,26.37,9.88,9.13,11.13,8.65,3.54,2.78,7.23,8.82,8.83,7.93,9.31,10.15,8.36,8.69,6.74,6.75,7.4,5.86,7.26,7.91,5.71,6.69,5.13,19.37,18.25,22.02,20.5,24.71,23.56,26.91,25.87,21.13,24.11,17.14,17.87,1.49,0.0,2.98,4.18,5.41,2.59,3.15,27.96,28.43,27.66,1.49,2.98,27.41,25.78,30.68,29.04,33.96,32.32,37.24,35.6,14.51,12.95,17.69,16.1,20.91,19.3,24.15,22.53,48.53,49.98,45.52,47.08,42.43,43.97,39.4,40.91,40.53,38.88,43.82,42.18,47.83,45.47,47.45,13.22,14.8,10.07,11.64,6.94,8.5,5.06,5.92,9.01,8.11,22.72,19.55,21.13,16.38,17.97,4.68,4.46,6.2,5.3,8.47,7.28,11.41,9.91,19.67,19.84,18.33,19.58,17.08,21.87,20.96,24.76,23.3,26.97,25.86,28.99,27.97,13.51,12.49,15.82,14.62,17.72,16.76,20.07,18.71,43.56,41.93,46.83,45.19,49.22,48.02,50.42,31.92,30.45,34.88,33.39,37.94,36.36,40.31,39.12,26.4,27.35,25.53,35.7,35.43,36.01,36.44,37.91,33.56,34.99,30.8,32.16,28.38,29.46,46.52,46.26
50,7.08,7.59,7.23,9.17,8.27,36.82,36.68,37.01,39.23,39.09,39.42,25.56,8.16,7.69,9.08,5.68,0.78,1.26,4.61,6.05,6.84,5.64,8.95,10.19,7.0,7.87,5.05,5.59,4.8,2.88,4.28,8.74,5.67,7.17,4.31,18.52,17.34,21.28,19.7,24.05,22.86,26.31,25.23,20.11,23.21,16.17,16.64,1.49,2.98,0.0,5.54,7.0,2.65,4.09,27.38,27.68,27.21,4.46,5.95,27.11,25.45,30.41,28.76,33.72,32.07,37.03,35.37,13.91,12.27,17.21,15.56,20.5,18.86,23.8,22.15,47.45,48.93,44.37,45.96,41.19,42.77,38.06,39.62,40.33,38.68,43.64,41.99,46.62,45.3,46.28,11.11,12.69,7.94,9.52,4.77,6.35,2.31,3.49,6.06,5.26,20.64,17.46,19.05,14.28,15.87,2.07,1.49,4.58,3.24,7.37,5.96,10.63,9.0,18.02,18.34,16.54,17.77,15.31,20.64,19.68,23.68,22.15,25.98,24.83,28.07,27.02,11.43,10.22,14.08,12.72,16.18,15.12,18.72,17.27,42.95,41.3,46.26,44.61,48.68,47.47,49.9,31.09,29.58,34.12,32.6,37.24,35.64,39.65,38.45,24.99,25.79,24.28,35.18,35.02,35.39,34.99,36.52,31.98,33.48,29.07,30.51,26.68,27.65,46.05,45.9
51,11.62,12.76,12.14,14.67,13.66,41.49,41.24,41.77,43.87,43.63,44.15,30.51,13.59,12.99,14.62,10.31,5.51,4.39,10.1,11.38,12.35,11.18,5.86,6.31,6.29,5.85,5.6,4.85,7.66,7.8,9.04,3.75,2.69,2.79,3.52,23.49,22.36,26.17,24.64,28.87,27.71,31.08,30.03,25.21,28.23,21.23,21.87,4.68,4.18,5.54,0.0,1.46,2.93,1.46,32.14,32.58,31.84,4.18,4.69,31.59,29.96,34.86,33.22,38.13,36.5,41.42,39.77,18.67,17.09,21.86,20.26,25.09,23.47,28.33,26.71,52.61,54.08,49.58,51.15,46.46,48.02,43.39,44.92,44.7,43.06,47.99,46.35,51.87,49.64,51.51,11.71,13.17,8.91,10.28,6.49,7.63,6.3,6.24,10.25,8.93,20.77,17.69,19.22,14.66,16.17,7.61,6.63,9.91,8.71,12.46,11.16,15.52,13.98,23.47,23.72,22.03,23.27,20.79,25.88,24.95,28.83,27.35,31.07,29.94,33.11,32.09,16.97,15.76,19.55,18.24,21.58,20.56,24.03,22.62,47.73,46.1,51.01,49.37,53.4,52.2,54.6,36.06,34.58,39.03,37.54,42.1,40.52,44.48,43.29,30.34,31.21,29.54,39.88,39.61,40.18,40.37,41.87,37.42,38.88,34.55,35.97,32.16,33.16,50.7,50.44
52,13.0,14.21,13.56,16.13,15.12,42.67,42.4,42.99,45.05,44.78,45.36,31.78,15.01,14.38,16.06,11.72,6.97,5.85,11.56,12.84,13.79,12.64,5.85,5.9,7.01,6.24,6.66,5.75,8.93,9.25,10.46,2.93,3.42,2.7,4.67,24.78,23.66,27.44,25.92,30.12,28.96,32.31,31.27,26.53,29.52,22.54,23.23,6.08,5.41,7.0,1.46,0.0,4.39,2.93,33.36,33.84,33.02,5.11,5.22,32.74,31.12,36.0,34.37,39.26,37.63,42.53,40.89,19.93,18.36,23.08,21.5,26.28,24.68,29.5,27.89,53.93,55.39,50.92,52.48,47.81,49.36,44.76,46.28,45.8,44.17,49.08,47.44,53.22,50.73,52.84,12.42,13.81,9.82,11.08,7.67,8.66,7.72,7.57,11.61,10.25,21.19,18.18,19.68,15.24,16.7,9.07,8.1,11.32,10.15,13.81,12.55,16.82,15.3,24.88,25.12,23.46,24.7,22.22,27.24,26.32,30.15,28.69,32.38,31.26,34.4,33.39,18.42,17.22,20.98,19.68,22.98,21.97,25.4,24.01,48.95,47.32,52.2,50.57,54.59,53.4,55.78,37.33,35.86,40.28,38.8,43.34,41.77,45.7,44.52,31.73,32.62,30.9,41.07,40.78,41.4,41.76,43.25,38.83,40.28,35.98,37.39,33.58,34.6,51.87,51.59
53,8.93,9.9,9.35,11.74,10.75,39.17,38.99,39.4,41.57,41.39,41.8,28.02,10.79,10.26,11.73,7.58,2.59,1.46,7.17,8.48,9.49,8.28,6.88,7.9,5.78,6.14,4.24,4.17,5.43,4.94,6.24,6.15,3.34,4.65,2.54,20.98,19.82,23.71,22.14,26.45,25.27,28.69,27.63,22.62,25.69,18.66,19.21,2.16,2.59,2.65,2.93,4.39,0.0,1.46,29.76,30.12,29.53,3.63,4.91,29.37,27.72,32.66,31.01,35.96,34.31,39.26,37.61,16.27,14.64,19.52,17.89,22.8,21.16,26.08,24.44,50.0,51.48,46.94,48.52,43.78,45.35,40.67,42.22,42.56,40.91,45.86,44.21,49.2,47.51,48.86,10.76,12.32,7.65,9.2,4.64,6.13,3.56,3.91,7.65,6.47,20.21,17.05,18.63,13.9,15.47,4.7,3.72,7.15,5.88,9.85,8.48,13.03,11.43,20.66,20.96,19.19,20.42,17.95,23.21,22.26,26.22,24.71,28.5,27.35,30.57,29.53,14.07,12.84,16.72,15.37,18.81,17.76,21.32,19.88,45.36,43.71,48.65,47.0,51.06,49.86,52.27,33.56,32.06,36.57,35.06,39.67,38.08,42.07,40.87,27.6,28.42,26.86,37.54,37.34,37.79,37.61,39.13,34.62,36.11,31.71,33.15,29.33,30.3,48.4,48.2
54,10.26,11.33,10.74,13.21,12.2,40.32,40.1,40.58,42.71,42.5,42.97,29.25,12.18,11.61,13.17,8.93,4.05,2.93,8.64,9.93,10.92,9.73,6.22,7.0,5.86,5.81,4.74,4.28,6.48,6.37,7.63,4.88,2.65,3.54,2.7,22.22,21.07,24.93,23.38,27.65,26.48,29.88,28.82,23.91,26.95,19.93,20.53,3.34,3.15,4.09,1.46,2.93,1.46,0.0,30.94,31.34,30.67,3.63,4.57,30.46,28.83,33.75,32.1,37.03,35.39,40.32,38.68,17.45,15.85,20.68,19.06,23.93,22.3,27.19,25.56,51.3,52.77,48.25,49.83,45.12,46.68,42.03,43.57,43.62,41.97,46.91,45.27,50.53,48.56,50.18,11.15,12.67,8.18,9.64,5.45,6.76,4.9,5.0,8.93,7.66,20.44,17.31,18.87,14.21,15.76,6.15,5.17,8.52,7.29,11.13,9.81,14.26,12.68,22.06,22.33,20.61,21.84,19.37,24.54,23.6,27.51,26.02,29.77,28.64,31.83,30.8,15.52,14.3,18.13,16.8,20.19,19.15,22.67,21.24,46.54,44.9,49.82,48.18,52.22,51.02,53.43,34.8,33.31,37.79,36.29,40.88,39.29,43.26,42.07,28.97,29.82,28.2,38.7,38.47,38.98,38.99,40.5,36.02,37.49,33.13,34.56,30.74,31.73,49.54,49.31
55,27.08,24.65,25.86,21.61,23.13,9.46,9.48,9.64,11.89,11.88,12.04,2.72,19.85,19.9,19.89,27.0,27.89,28.61,24.39,24.46,21.36,22.87,36.3,37.57,33.85,35.06,31.86,32.74,29.96,27.06,27.0,35.81,33.02,34.4,31.67,9.0,10.2,6.19,7.79,3.37,4.58,1.08,2.17,7.96,4.86,11.41,11.54,27.63,27.96,27.38,32.14,33.36,29.76,30.94,0.0,1.66,1.34,28.37,28.85,2.69,3.15,4.27,3.16,7.15,5.65,10.29,8.71,13.49,15.12,10.27,11.88,7.13,8.69,4.26,5.64,21.29,22.61,18.66,20.0,16.19,17.38,14.11,15.09,13.52,11.9,16.78,15.14,21.12,18.41,20.55,35.74,37.0,33.31,34.51,31.0,32.14,28.46,29.73,27.99,28.96,43.63,40.92,42.27,38.29,39.6,25.76,27.2,22.89,24.33,20.02,21.45,16.75,18.38,12.52,11.44,14.13,13.62,14.72,8.45,9.41,5.64,7.0,3.96,4.72,3.33,3.49,18.52,20.09,15.39,16.95,13.06,14.22,10.38,11.9,15.6,13.97,18.89,17.24,21.31,20.1,22.52,4.57,3.68,7.07,5.75,10.0,8.48,12.34,11.17,8.14,9.62,6.79,7.81,7.8,8.04,12.63,13.28,11.97,12.18,12.26,11.99,11.16,12.75,18.69,18.62
56,26.95,24.5,25.72,21.43,22.97,9.49,9.74,9.43,11.91,12.09,11.87,2.17,19.94,20.09,19.85,26.96,28.15,28.92,24.47,24.43,21.45,22.96,36.54,37.86,34.0,35.25,32.02,32.94,30.02,27.19,27.04,36.22,33.34,34.77,31.94,9.16,10.35,6.42,7.98,3.77,4.88,1.99,2.74,7.79,4.58,11.54,11.43,28.02,28.43,27.68,32.58,33.84,30.12,31.34,1.66,0.0,3.01,28.92,29.47,4.35,4.65,5.47,4.66,7.93,6.61,10.85,9.36,13.92,15.5,10.82,12.36,7.91,9.33,5.46,6.59,20.39,21.76,17.63,19.05,14.99,16.28,12.72,13.8,13.95,12.39,17.13,15.53,20.07,18.73,19.55,35.64,36.86,33.31,34.46,31.12,32.19,28.64,29.87,27.93,28.96,43.3,40.66,41.97,38.1,39.37,25.99,27.41,23.14,24.56,20.31,21.72,17.09,18.69,11.96,10.95,13.63,13.0,14.35,7.96,8.97,4.86,6.4,2.72,3.75,1.66,1.98,18.31,19.9,15.13,16.72,12.75,13.94,9.98,11.56,15.32,13.66,18.66,16.99,21.1,19.88,22.32,3.54,2.29,6.45,4.96,9.57,7.96,11.99,10.78,6.83,8.19,5.67,7.83,8.09,7.79,11.06,11.8,10.31,10.56,10.65,10.34,9.67,11.21,18.6,18.67
57,27.26,24.85,26.05,21.84,23.34,9.65,9.48,10.01,12.04,11.89,12.34,3.7,19.87,19.85,20.03,27.11,27.75,28.43,24.41,24.57,21.38,22.89,36.15,37.38,33.8,34.95,31.79,32.63,29.98,27.04,27.04,35.54,32.82,34.16,31.52,9.09,10.28,6.32,7.9,3.62,4.76,1.72,2.54,8.33,5.46,11.48,11.8,27.39,27.66,27.21,31.84,33.02,29.53,30.67,1.34,3.01,0.0,27.99,28.41,1.34,2.13,3.58,2.13,6.76,5.15,10.02,8.39,13.3,14.94,10.01,11.65,6.75,8.37,3.57,5.14,22.08,23.35,19.55,20.84,17.21,18.34,15.27,16.18,13.31,11.67,16.61,14.96,22.02,18.26,21.42,35.88,37.17,33.37,34.61,30.97,32.15,28.39,29.68,28.12,29.02,43.94,41.19,42.56,38.49,39.83,25.66,27.11,22.77,24.22,19.89,21.33,16.59,18.24,13.11,11.99,14.65,14.25,15.15,9.06,9.96,6.52,7.73,5.14,5.74,4.67,4.79,18.79,20.34,15.73,17.25,13.46,14.59,10.88,12.34,15.95,14.35,19.18,17.56,21.57,20.37,22.76,5.63,4.93,7.8,6.62,10.53,9.1,12.78,11.65,9.29,10.82,7.83,8.05,7.81,8.49,13.91,14.5,13.31,13.51,13.57,13.33,12.4,14.02,18.87,18.69
58,11.54,11.88,11.65,12.96,12.33,37.64,37.34,37.98,40.0,39.71,40.33,26.89,10.95,10.11,12.3,10.14,5.01,4.18,8.63,10.24,10.01,9.22,9.82,10.46,9.33,9.44,7.87,7.71,8.79,7.35,8.75,7.89,6.29,6.93,6.06,19.95,18.87,22.54,21.05,25.17,24.04,27.34,26.31,21.78,24.68,17.79,18.63,2.98,1.49,4.46,4.18,5.11,3.63,3.63,28.37,28.92,27.99,0.0,1.49,27.68,26.07,30.92,29.3,34.17,32.54,37.44,35.8,15.03,13.53,18.11,16.56,21.27,19.68,24.46,22.86,49.13,50.56,46.16,47.7,43.12,44.63,40.14,41.62,40.71,39.07,43.99,42.35,48.49,45.63,48.09,14.39,15.95,11.27,12.83,8.21,9.73,6.51,7.28,10.49,9.56,23.83,20.68,22.25,17.53,19.1,6.11,5.95,7.34,6.6,9.33,8.27,12.06,10.66,20.61,20.71,19.33,20.58,18.08,22.6,21.73,25.41,23.99,27.57,26.48,29.55,28.55,14.66,13.73,16.83,15.7,18.62,17.71,20.87,19.57,43.94,42.32,47.18,45.55,49.55,48.36,50.74,32.43,30.98,35.34,33.88,38.37,36.81,40.71,39.54,27.21,28.22,26.27,36.05,35.73,36.41,37.23,38.67,34.42,35.81,31.73,33.06,29.3,30.44,46.82,46.51
59,13.03,13.33,13.12,14.31,13.74,38.02,37.67,38.41,40.36,40.02,40.74,27.49,12.11,11.2,13.53,11.63,6.5,5.62,10.06,11.69,11.26,10.57,10.53,10.96,10.42,10.34,9.11,8.82,10.21,8.84,10.23,8.15,7.13,7.46,7.19,20.62,19.57,23.13,21.69,25.7,24.6,27.83,26.82,22.51,25.32,18.54,19.47,4.46,2.98,5.95,4.69,5.22,4.91,4.57,28.85,29.47,28.41,1.49,0.0,28.02,26.43,31.23,29.62,34.45,32.84,37.69,36.07,15.67,14.23,18.64,17.14,21.72,20.17,24.85,23.28,49.76,51.18,46.83,48.35,43.84,45.33,40.91,42.37,40.94,39.31,44.2,42.57,49.19,45.83,48.76,15.61,17.16,12.54,14.07,9.55,11.03,7.97,8.69,11.98,11.03,24.99,21.85,23.42,18.72,20.28,7.57,7.44,8.58,7.96,10.33,9.39,12.85,11.54,21.61,21.64,20.39,21.64,19.14,23.41,22.57,26.13,24.76,28.23,27.18,30.17,29.2,15.87,15.02,17.9,16.84,19.59,18.73,21.74,20.5,44.36,42.76,47.57,45.96,49.93,48.75,51.11,32.99,31.57,35.87,34.42,38.85,37.32,41.17,40.01,28.06,29.14,27.06,36.45,36.08,36.86,38.07,39.48,35.32,36.68,32.71,34.0,30.27,31.45,47.17,46.81
60,27.5,25.12,26.31,22.15,23.63,10.02,9.66,10.54,12.34,12.04,12.78,4.85,19.99,19.88,20.26,27.29,27.67,28.3,24.5,24.75,21.49,22.99,36.06,37.25,33.79,34.9,31.78,32.58,30.06,27.08,27.15,35.31,32.68,33.98,31.42,9.37,10.53,6.73,8.23,4.3,5.29,2.89,3.44,8.9,6.29,11.7,12.2,27.22,27.41,27.11,31.59,32.74,29.37,30.46,2.69,4.35,1.34,27.68,28.02,0.0,1.65,3.31,1.66,6.62,4.97,9.93,8.28,13.23,14.88,9.92,11.58,6.62,8.27,3.31,4.96,22.92,24.15,20.5,21.73,18.27,19.34,16.46,17.3,13.24,11.59,16.55,14.9,22.97,18.21,22.34,36.07,37.39,33.48,34.76,31.0,32.23,28.38,29.69,28.3,29.15,44.29,41.49,42.88,38.74,40.11,25.63,27.08,22.74,24.18,19.85,21.29,16.54,18.19,13.81,12.66,15.28,14.97,15.68,9.81,10.65,7.53,8.6,6.38,6.88,6.01,6.11,19.16,20.68,16.17,17.66,13.97,15.06,11.51,12.9,16.4,14.85,19.56,17.97,21.91,20.73,23.08,6.79,6.22,8.68,7.64,11.2,9.86,13.34,12.26,10.48,12.05,8.96,8.5,8.06,9.11,15.2,15.75,14.65,14.83,14.89,14.67,13.66,15.3,19.15,18.85
